25.1,1.2,113
25.4,1.5,113
25.5,0.8,104
25.5,1.3,112
26.1,0.7,116
26,1.2,108
26.7,0.6,126
26.2,1.8,128
26.2,1.2,126
26.8,1.7,114
26.7,1.2,135
27,0,0
27.5,0.6,129
27.7,0.7,119
28,0.7,194
27.2,1.2,104
27,1,137
26.5,0.7,125
26.1,0,0
26.5,0,0
24.8,1.5,227
24.1,2.3,225
23.5,2,219
23.2,0.8,228
22.9,0.8,258
22.8,0.8,268
22.3,1.5,203
22.1,0.7,252
21.9,0.4,264
21.7,0.3,240
21.4,1.2,222
20.9,1.2,225
20.6,0.4,177
20.4,1.1,197
20.2,0.5,182
19.7,0.7,150
19.4,0.7,147
19,0.3,110
19.3,0,0
18.8,0.4,118
18.7,0.5,156
18.7,0,0
18.1,0,100
18.3,0.6,236
18.3,0.8,235
18.3,0.9,218
18.1,0.7,239
18,0.8,226
17.7,0.7,112
17.5,1.2,120
17.3,0.7,111
17.5,0.5,102
17.4,0.5,82
17.1,0,0
17.4,0,0
17.4,0,0
17.4,0,0
17.2,0.5,138
16.8,0,0
17.3,0,0
17.1,0,311
16.8,1,320
16.5,0.8,330
16.5,0.4,325
16.7,0.6,305
17.1,0,0
16.8,0,0
16.9,0,239
16.8,0.9,227
17,0.6,183
18,0,0
19.9,0.8,105
20.4,0,0
21,0.6,145
20.3,1,154
21.6,0.7,117
21.6,0.9,172
23,0.8,206
22.8,0.5,151
23.1,0.4,0
22.6,1.8,111
21.7,1.1,179
21.8,2,111
22.6,1.1,113
22.8,2.2,118
23.5,1,120
24.3,1.5,154
23.6,1.6,111
23.8,1.3,118
24.4,1.5,133
24.8,1.5,145
25.4,1.5,176
24.9,2.5,109
25.1,1.7,203
25.8,2.2,157
25.8,1.1,202
25.6,1.3,199
25.9,1.6,135
25.7,2.5,193
25.5,2.4,205
25.4,3,197
25.2,1.9,212
24.8,2.6,196
24.2,2.9,201
23.8,1.7,222
23.6,1.6,223
24.1,1.7,153
23.6,1.9,154
23.5,1.8,153
24.3,0.9,171
24.1,1.8,147
23.9,1.2,182
23.2,1.1,118
23.1,2,158
22.5,1.9,152
22.1,1.9,167
21.7,1.6,212
21.5,1.4,208
21.2,0.7,165
21,2.3,181
20.7,1.9,170
20.4,1.9,168
20.4,2.5,175
20.1,1.7,191
19.9,1.4,204
19.7,1.6,206
19.4,2.3,214
19.2,1.8,219
19.3,2.7,212
18.9,2.1,210
18.9,0.9,186
18.8,1,180
18.8,1.3,202
18.9,0.9,173
18.7,1.2,200
19,1.9,221
18.9,1.2,162
18.9,1.5,205
18.8,0.4,113
18.8,0.9,184
18.8,1.3,203
18.6,0.7,137
18.6,0.8,172
18.5,0.7,138
18.7,2.1,209
18.7,1.9,198
18.7,1,167
18.8,2.3,209
18.7,1.5,173
18.7,0.8,149
18.7,0.9,154
18.8,0.8,132
19,1.6,200
18.8,1.2,173
18.6,0.8,220
18.7,0.7,206
18.7,0.8,213
18.4,0.8,167
18.6,1.1,137
18.6,0.8,128
18.7,1.5,190
18.5,1,188
18.4,0.9,134
18.6,0.5,110
18.5,0.9,134
18.6,1,154
18.5,1.5,131
18.4,0.6,109
18.6,0.5,108
18.6,0,0
18.7,0.4,136
18.6,1,108
18.4,0.7,100
18.4,0.7,110
18.4,0.6,133
18.4,0,0
18.5,0.9,110
18.7,0.4,136
18.8,0.5,112
18.5,0.5,111
18.4,0.8,115
18.5,0.3,0
18.6,0.6,345
18.8,1,130
19.4,0.5,339
19.7,0,0
19.6,0,0
20.5,0,0
19.8,1,349
20.6,0.9,0
22.1,0.8,158
20.3,1.3,118
20.1,1.8,112
20.8,1.3,121
21.5,1.1,122
21.7,1.1,108
21.9,0.4,108
22.5,0,0
23.3,0,0
23.4,0.8,118
22.4,0.6,129
22.6,1,114
22.7,1,189
23.1,1.2,132
22.6,1.4,124
22.5,0.9,107
24,1.2,123
23.7,0.8,125
24,0.9,128
24.3,0.5,0
25,0.7,123
24.1,0.6,142
24.3,0.7,148
24.3,1,128
24.1,0,0
24.4,0.4,345
23.9,0.4,351
23,0.7,327
23.2,0,0
22.9,1,1
22.8,0.5,343
22.8,0.6,219
22.7,0,0
22.4,0,0
22.3,0,0
21.8,0,0
21.6,0,0
21.7,0.4,149
21.6,0.6,308
21.8,0,10
21.6,0.5,347
21.2,1.1,320
21.3,0,0
21.1,0.7,107
20.9,0.5,105
20.9,0,0
21.1,0,0
20.9,0,0
20.9,0,0
20.7,0,0
20.7,0,0
20.7,0.3,26
20.6,0.4,119
20.3,0.6,105
20.2,0.8,190
20.2,0.8,114
19.8,0.3,0
20.4,1.3,322
21.1,1,313
20.9,0.3,199
20.4,0.4,257
20.2,0.7,336
20.3,1.2,314
19.8,0.6,116
19.1,0.4,83
20.9,1.4,308
20.9,1.6,313
20.1,1.6,320
19.5,0.9,322
19.4,0.7,307
19.8,1,347
20.4,1.4,307
20.5,1.2,320
21.5,0.3,0
22.5,1.3,210
22.9,1,294
23.6,1,321
23.5,1.5,307
23.4,2.2,307
23.5,2,308
23.9,2.1,303
24.1,1.2,306
24.3,1.9,311
24.7,1.2,301
24.9,1.9,306
26,1.6,307
25.5,2.2,309
25.6,1.3,309
27.4,1.5,312
25.9,1.7,312
26.4,1.9,305
26.4,2,314
28,1.3,302
28.2,0.6,275
29.9,0.5,258
26.5,1.1,308
28.6,0.6,263
30.4,0.8,282
29.7,0.7,236
27.8,1.4,308
27.8,0.9,311
28.8,0.9,304
31.3,0.5,242
30.4,1.3,217
29,1,221
29,0.6,256
30.3,0.6,296
30.3,0.7,277
30,0.9,301
31.2,1,255
31.3,0.9,296
30.6,1,238
30.8,0.8,291
31.6,0.5,312
31.3,1.1,299
30.9,0.7,294
31.6,0.8,241
30.9,0.7,295
30.9,0.5,288
30.9,0.5,269
29.9,1.3,235
29.2,0.5,244
28.5,1.1,231
27.7,0.8,240
27.7,0.3,0
27.7,0.3,244
25.6,1.5,223
24.8,1.1,224
24.6,0.4,257
23.8,1.9,224
23.4,1.1,220
23.1,0,0
22.7,0,0
22.6,1.5,221
22.1,0.5,283
22,1.5,218
21.7,0.9,225
21.7,0.6,225
21.5,0.7,211
21.3,0.8,193
21.4,0.7,233
21.2,0.4,0
21.3,1.6,215
21.2,1.3,226
21.3,0.8,269
21.3,1.2,261
21.7,2.6,309
21.1,3.3,311
20.5,0.7,168
20.2,1.1,354
19.6,0.9,104
19.6,0.7,99
19.7,0.6,0
19.3,0.4,0
19.3,0.5,0
19.7,0.9,242
19.9,0.8,226
19.3,1.1,214
19.5,0.8,247
19.7,1.3,306
19.7,1,204
19.7,1.1,113
19.4,0.5,196
19.2,0.3,104
19.2,0.5,0
19.5,1.1,121
19.6,1.4,200
20.3,1.1,213
20.4,1.3,203
21.3,1.3,198
21,2,222
22.3,0.9,151
23.7,1.1,205
25.5,0.5,126
26.1,0.6,132
26.9,0.5,203
26.8,0.4,0
25.1,1,301
25.4,2.2,307
24.8,2.1,312
26,0.4,276
26.4,0.6,276
25.3,1.3,308
26.7,0.7,297
27.7,0.8,306
26.2,1.5,313
26.9,1,294
27.4,1.3,313
27.2,2.8,308
28.1,0.7,324
26.8,2.8,311
27.5,2.3,308
27.9,1.2,319
28.2,1.8,306
27.8,1.4,311
28.6,1.2,282
18.1,7.4,66
