Date/Time,3m Temp,5m Temp,7m Temp,Surface PAR,Air Temp,Wind Speed,Wind Direction
7/6/19 19:48,22.47,20.98,18.01,16,25.2,0,0
7/6/19 20:03,22.43,20.93,18.09,12,24.1,0.6,227
7/6/19 20:18,22.43,20.89,18.02,8,23.8,0.4,104
7/6/19 20:33,22.46,20.83,18.19,5,24,0.5,312
7/6/19 20:48,22.42,20.77,18.18,9,24.1,0,0
7/6/19 21:03,22.6,20.74,18.28,9,23.8,0,335
7/6/19 21:18,22.86,20.85,18.27,5,23.8,0.7,309
7/6/19 21:33,22.73,20.88,18.51,5,23.7,0.7,309
7/6/19 21:48,22.83,20.82,18.49,6,23.5,1,311
7/6/19 22:03,22.87,20.81,18.62,5,23.2,2.1,311
7/6/19 22:18,22.88,21.07,18.56,3,22.9,1.1,301
7/6/19 22:33,23.06,21.04,18.71,5,22.7,1.4,314
7/6/19 22:48,23.15,20.99,18.92,5,22.5,0.4,244
7/6/19 23:03,22.93,21.08,18.99,5,22.4,0.5,0
7/6/19 23:18,22.81,21.07,19.05,5,22.9,2.1,315
7/6/19 23:33,23.11,21.05,19.17,5,22.7,1.4,341
7/6/19 23:48,23.27,21.03,18.95,0,22.9,2.8,333
7/7/19 0:03,22.83,21.01,18.89,3,22.4,2.2,316
7/7/19 0:18,22.85,20.99,18.69,5,22.1,2.1,325
7/7/19 0:33,22.77,20.98,18.81,3,21.8,2,321
7/7/19 0:48,22.71,21.1,18.89,3,21.2,0.8,327
7/7/19 1:03,22.64,21.3,19.1,3,20.9,1.7,320
7/7/19 1:18,22.57,21.4,19.23,5,20.7,1.3,334
7/7/19 1:33,22.91,21.51,19.03,3,20.5,1.5,341
7/7/19 1:48,22.75,21.48,19.13,3,20.2,1.5,334
7/7/19 2:03,22.86,21.47,19.03,3,19.7,2.1,340
7/7/19 2:18,23.09,21.07,18.56,5,19,1.4,309
7/7/19 2:33,22.97,20.85,18.2,3,18.5,0.9,0
7/7/19 2:48,23.36,20.9,18.32,5,18,1.2,340
7/7/19 3:03,23.24,20.73,18.29,6,17.7,1.1,9
7/7/19 3:18,22.93,20.9,18.31,3,17.3,0.3,0
7/7/19 3:33,23.04,20.73,18.66,8,16.9,0.8,120
7/7/19 3:48,23.09,20.58,18.49,3,16.8,1.4,349
7/7/19 4:03,23.22,20.94,18.17,5,16.9,0.8,12
7/7/19 4:18,23.57,21.03,18.25,5,17,2.1,341
7/7/19 4:33,24.03,21.21,18.32,5,17.1,2.4,330
7/7/19 4:48,23.93,21.21,18.23,9,17.1,2.6,338
7/7/19 5:03,23.94,21.18,18.12,16,16.7,1.4,339
7/7/19 5:18,24.07,21.2,17.96,23,16.6,1.4,354
7/7/19 5:33,24.1,21.18,17.73,28,16.2,1.1,347
7/7/19 5:48,24.12,21.05,17.93,67,15.9,0.3,348
7/7/19 6:03,24.14,21,18.05,85,15.9,0.7,353
7/7/19 6:18,24.18,20.94,18.42,120,16.1,0.5,0
7/7/19 6:33,24.13,21.03,18.98,130,16.9,1.1,339
7/7/19 6:48,24.02,21.1,19.16,115,17.1,0.9,316
7/7/19 7:03,24.12,20.91,19.2,163,17.9,1,3
7/7/19 7:18,24.14,20.79,19.13,289,18.4,1.6,346
7/7/19 7:33,24.2,20.78,19.07,168,19.1,1.3,304
7/7/19 7:48,24.24,20.79,19.35,272,19.4,1.8,305
7/7/19 8:03,24.23,20.77,19.35,295,19.1,1.8,340
7/7/19 8:18,24.24,20.85,19.33,313,20.3,0.9,0
7/7/19 8:33,24.28,20.83,19.21,401,19.5,2.4,337
7/7/19 8:48,24.36,20.85,19.65,627,20.1,1,0
7/7/19 9:03,24.33,20.93,19.45,308,19.9,2.1,336
7/7/19 9:18,24.32,20.99,19.64,451,20.8,2,340
7/7/19 9:33,24.33,21.09,19.32,1330,21,3.1,316
7/7/19 9:48,24.23,21.03,19.34,793,20.5,2,332
7/7/19 10:03,24.24,21.06,19.35,977,19.9,1.1,327
7/7/19 10:18,24.23,20.91,19.25,750,20.6,1.1,308
7/7/19 10:33,24.28,20.95,19.31,732,22.5,1,287
7/7/19 10:48,24.32,20.94,19.09,1359,22.2,1.8,313
7/7/19 11:03,24.34,21.09,18.98,349,21.8,2.1,328
7/7/19 11:18,24.4,21.21,19.41,482,21.5,1.4,321
7/7/19 11:33,24.48,21.33,18.99,1083,22.7,2.2,352
7/7/19 11:48,24.54,21.38,18.83,507,22.2,2.6,314
7/7/19 12:03,24.56,21.46,18.44,1350,22.6,2.2,313
7/7/19 12:18,24.57,21.17,18.57,1079,22.9,0.8,0
7/7/19 12:33,24.57,21.09,18.67,901,24.4,0.6,258
7/7/19 12:48,24.61,21.08,18.66,787,24.4,1.9,320
7/7/19 13:03,24.69,21.21,19.01,578,23.8,2.4,308
7/7/19 13:18,24.6,21.04,19.09,917,24.7,1.6,300
7/7/19 13:33,24.65,20.91,19.09,997,24.3,2.2,321
7/7/19 13:48,24.65,20.7,18.75,1047,24.8,2.4,310
7/7/19 14:03,24.47,20.68,18.1,2010,25.4,2.7,325
7/7/19 14:18,24.62,20.89,18.79,431,25.1,2.1,325
7/7/19 14:33,24.55,20.95,18.31,1248,25.4,2.4,307
7/7/19 14:48,24.39,20.84,19.14,1134,26,2.6,315
7/7/19 15:03,24.66,21.23,19.22,608,26.4,2.4,318
7/7/19 15:18,24.49,21.17,19.26,338,26.9,0.8,161
7/7/19 15:33,24.2,21.22,19.53,117,27.3,0.7,357
7/7/19 15:48,24.28,21.2,19.22,121,27.3,1.9,315
7/7/19 16:03,24.32,20.95,19.28,94,27,2.3,310
7/7/19 16:18,24.25,21.03,19.25,88,27.7,0.4,0
7/7/19 16:33,24.3,20.97,18.89,88,28.1,1.1,318
7/7/19 16:48,24.35,21.34,19.48,75,27,2.1,321
7/7/19 17:03,24.35,21.11,19.97,72,27.3,0.4,0
7/7/19 17:18,24.4,21.39,19.53,70,27.1,2.2,310
7/7/19 17:33,24.46,20.98,19.09,73,27.6,2.4,319
7/7/19 17:48,24.46,20.9,19.38,88,27.9,1.1,357
7/7/19 18:03,24.66,20.87,18.65,213,27.3,0.3,0
7/7/19 18:18,24.74,20.95,19.55,106,27.5,1.5,322
7/7/19 18:33,24.8,21.04,18.56,87,27,2.1,354
7/7/19 18:48,24.84,21.39,19.31,93,26.7,2.8,316
7/7/19 19:03,24.76,21.63,19.51,54,26.4,2.6,318
7/7/19 19:18,24.78,21.87,18.23,43,26.4,0.7,307
7/7/19 19:33,24.82,21.89,18.38,33,26,0.4,331
7/7/19 19:48,24.72,21.46,17.93,18,25.7,1,307
7/7/19 20:03,24.7,21.36,18.09,12,24.9,0.9,296
7/7/19 20:18,24.79,21.21,17.94,8,23.3,1.2,314
7/7/19 20:33,24.76,21.42,18.1,6,22.6,1,318
7/7/19 20:48,24.72,21.43,18.01,5,22.1,1.2,309
7/7/19 21:03,24.74,21.44,18.08,6,21.8,1.1,319
7/7/19 21:18,24.7,21.46,18.23,6,21.5,1.1,314
7/7/19 21:33,24.63,21.46,18.18,8,21.1,1.2,311
7/7/19 21:48,24.62,21.42,18.36,6,20.8,1.6,311
7/7/19 22:03,24.6,21.29,18.36,6,20.7,1.7,311
7/7/19 22:18,24.55,21.15,18.54,5,20.6,1.2,315
7/7/19 22:33,24.53,21.16,18.69,6,20.5,1.6,313
7/7/19 22:48,24.5,21.18,18.75,6,20.4,1.8,314
7/7/19 23:03,24.46,21.24,18.65,5,20.1,2,323
7/7/19 23:18,24.43,21.3,18.91,3,20.1,1.5,313
7/7/19 23:33,24.42,21.34,18.94,5,19.7,1.6,311
7/7/19 23:48,24.41,21.37,18.62,6,19.3,0.9,310
7/8/19 0:03,24.39,21.31,18.33,1,19.6,1.4,321
7/8/19 0:18,24.38,21.36,18.31,5,19.1,1,230
7/8/19 0:33,24.35,21.3,18.58,3,18.6,0,0
7/8/19 0:48,24.33,21.27,18.66,3,18.1,0.5,104
7/8/19 1:03,24.35,21.3,18.7,3,17.8,0,84
7/8/19 1:18,24.35,21.32,18.76,5,17.4,0.6,89
7/8/19 1:33,24.33,21.4,18.85,3,17.3,0.7,135
7/8/19 1:48,24.36,21.42,18.74,5,16.9,0.5,0
7/8/19 2:03,24.33,21.44,18.79,5,17,0.4,54
7/8/19 2:18,24.27,21.47,18.79,5,16.9,0,0
7/8/19 2:33,24.26,21.48,18.7,5,17.2,0,0
7/8/19 2:48,24.28,21.47,18.66,6,16.7,0.4,107
7/8/19 3:03,24.27,21.47,18.71,3,16.4,0.4,139
7/8/19 3:18,24.22,21.47,18.52,5,16.4,0,0
7/8/19 3:33,24.18,21.47,18.48,5,16.4,0.5,98
7/8/19 3:48,24.13,21.48,18.61,3,16.4,0.5,95
7/8/19 4:03,24.09,21.5,18.58,5,15.9,0.4,89
7/8/19 4:18,24.13,21.52,18.61,5,15.7,0.4,106
7/8/19 4:33,24.16,21.56,18.71,3,15.7,0,0
7/8/19 4:48,24.14,21.65,18.57,8,15.6,1,113
7/8/19 5:03,24.16,21.73,18.57,14,15.1,0,107
7/8/19 5:18,24.14,21.73,18.52,21,15.4,0,0
7/8/19 5:33,24.14,21.7,18.75,25,15.5,0.5,114
7/8/19 5:48,24.17,21.72,18.81,40,15.3,0,0
7/8/19 6:03,24.17,21.76,18.65,55,15.7,0.8,306
7/8/19 6:18,24.19,21.78,18.6,118,16.3,0.6,152
7/8/19 6:33,24.2,21.83,18.71,213,16.7,0,314
7/8/19 6:48,24.21,21.82,18.56,163,17.6,0,0
7/8/19 7:03,24.23,21.81,18.66,139,18.7,0,264
7/8/19 7:18,24.26,21.79,18.49,180,20.9,0,242
7/8/19 7:33,24.26,21.79,18.57,379,22.9,0.3,290
7/8/19 7:48,24.29,21.72,18.45,365,24.7,0,203
7/8/19 8:03,24.3,21.85,18.32,361,26.3,0.4,239
7/8/19 8:18,24.28,21.85,18.25,274,26.9,0,0
7/8/19 8:33,24.24,21.89,18.16,391,25.7,0.5,138
7/8/19 8:48,24.19,21.92,17.92,660,25.5,0.4,0
7/8/19 9:03,24.17,21.91,18.01,244,26,0.6,274
7/8/19 9:18,24.14,21.75,18,409,24.5,0.8,46
7/8/19 9:33,24.13,21.7,17.96,588,25.4,0.7,111
7/8/19 9:48,24.11,21.74,17.92,762,24.9,0.3,0
7/8/19 10:03,24.11,21.74,17.82,474,26.6,0.3,127
7/8/19 10:18,24.13,21.78,17.88,826,26.2,1.2,118
7/8/19 10:33,24.14,21.75,17.99,572,24.5,1,141
7/8/19 10:48,24.16,21.78,18.08,1329,25.9,1,197
7/8/19 11:03,24.2,21.77,18.22,572,25.2,0.8,115
7/8/19 11:18,24.21,21.82,17.96,1516,26.9,0.3,0
7/8/19 11:33,24.22,21.82,18.34,986,28,0.4,0
7/8/19 11:48,24.22,21.85,18.22,832,27.6,0.6,242
7/8/19 12:03,24.22,21.89,17.92,790,28,0.6,230
7/8/19 12:18,24.23,21.91,17.96,1025,28.9,1,287
7/8/19 12:33,24.23,21.84,18.24,736,26.7,1.1,317
7/8/19 12:48,24.24,21.89,18.32,820,26.5,1.2,301
7/8/19 13:03,24.24,21.95,18.56,560,28,0.6,223
7/8/19 13:18,24.25,21.9,18.61,739,27.5,1.1,294
7/8/19 13:33,24.26,21.93,18.34,1323,28,1,292
7/8/19 13:48,24.26,21.87,17.98,1047,27.6,1.2,299
7/8/19 14:03,24.27,21.92,18.02,961,29.4,0.7,213
7/8/19 14:18,24.27,21.9,18.66,1220,28.3,1.2,234
7/8/19 14:33,24.27,21.79,18.03,588,28.3,0.6,199
7/8/19 14:48,24.26,21.77,18.42,675,28.6,1,296
7/8/19 15:03,24.26,21.88,18.1,1043,28.8,1.2,236
7/8/19 15:18,24.27,21.79,18.46,467,29.2,0.9,287
7/8/19 15:33,24.25,21.74,18.56,204,29.8,0.8,258
7/8/19 15:48,24.33,21.78,18.42,200,29.6,0.6,289
7/8/19 16:03,24.32,22.02,18.63,150,30.6,0.8,272
7/8/19 16:18,24.36,22.26,18.42,130,28.8,1.2,303
7/8/19 16:33,24.38,21.43,18.12,108,29.4,1.1,320
7/8/19 16:48,24.38,21.4,18.07,121,29.6,1.2,311
7/8/19 17:03,24.48,21.59,17.82,100,29.5,1.3,320
7/8/19 17:18,24.51,21.96,17.67,99,29.1,1.5,317
7/8/19 17:33,24.51,21.51,17.83,81,28.9,1.4,325
7/8/19 17:48,24.58,21.57,17.84,90,29.3,1.3,314
7/8/19 18:03,24.63,21.51,17.82,85,29.5,1,310
7/8/19 18:18,24.65,21.23,17.97,64,29.1,1.2,306
7/8/19 18:33,24.66,21.3,17.74,57,29.2,0.5,306
7/8/19 18:48,24.63,21.26,17.86,60,29.3,0.6,312
7/8/19 19:03,24.59,21.31,17.81,52,29.3,0.5,304
7/8/19 19:18,24.31,21.47,17.86,40,27.5,1.9,316
7/8/19 19:33,24.3,21.52,18.12,25,26.9,1.2,309
7/8/19 19:48,24.23,21.56,18.15,18,26.4,1.8,306
7/8/19 20:03,24.19,21.64,18.19,9,25.4,1.4,309
7/8/19 20:18,24.21,21.6,18.01,9,24.1,1.3,311
7/8/19 20:33,24.17,21.5,18,8,23.2,1.1,323
7/8/19 20:48,24.17,21.18,18.16,9,23.1,1,324
7/8/19 21:03,24.17,21.05,18.09,9,22.9,1.6,321
7/8/19 21:18,24.19,20.85,18.25,6,23.7,2.6,308
7/8/19 21:33,24.23,20.89,18.11,8,24.4,2.3,308
7/8/19 21:48,24.22,20.89,17.98,8,22,0.9,340
7/8/19 22:03,24.24,20.94,17.87,6,21.8,0.5,19
7/8/19 22:18,24.25,20.96,17.87,5,21.7,0.5,346
7/8/19 22:33,24.26,20.98,17.83,8,21.8,0.9,341
7/8/19 22:48,24.27,20.83,18.05,6,22.2,1.4,338
7/8/19 23:03,24.27,20.84,18.16,9,22.5,2,320
7/8/19 23:18,24.29,20.64,18.61,6,22.4,3.1,316
7/8/19 23:33,24.26,20.55,18.71,8,21.6,0.9,316
7/8/19 23:48,24.24,20.59,18.55,8,21.4,0.7,331
7/9/19 0:03,24.23,20.61,18.53,5,21.1,1,220
7/9/19 0:18,24.21,20.62,18.42,6,20.7,0.7,222
7/9/19 0:33,24.19,20.64,18.17,8,20.3,0,0
7/9/19 0:48,24.16,20.66,18.14,8,20.2,0.6,202
7/9/19 1:03,24.16,20.7,18.07,6,20.8,2.2,225
7/9/19 1:18,24.18,20.84,18.4,3,20.6,0.9,219
7/9/19 1:33,24.19,20.85,18.31,5,20.3,1.1,222
7/9/19 1:48,24.19,20.86,18.68,3,20,0.9,238
7/9/19 2:03,24.18,20.89,18.51,3,19.9,1,223
7/9/19 2:18,24.18,20.93,18.25,5,19.6,0.8,235
7/9/19 2:33,24.21,20.95,17.86,5,19.5,1.6,228
7/9/19 2:48,24.18,20.97,18.17,5,19.4,0.7,229
7/9/19 3:03,24.15,20.99,18.08,6,19.4,0,0
7/9/19 3:18,24.14,21.05,18.11,3,19.1,0.4,0
7/9/19 3:33,24.15,20.97,18.16,3,19.2,0.7,0
7/9/19 3:48,24.16,20.92,18.33,5,19.3,0.6,0
7/9/19 4:03,24.18,20.94,18.29,5,19.5,1.3,208
7/9/19 4:18,24.2,20.98,18.5,3,19.4,0.8,160
7/9/19 4:33,24.21,20.99,18.4,3,19.4,1,220
7/9/19 4:48,24.21,20.99,18.35,5,19,1.1,221
7/9/19 5:03,24.2,21.02,18.32,12,19.2,0.8,211
7/9/19 5:18,24.2,20.95,18.41,19,19.1,1.1,210
7/9/19 5:33,24.19,21.04,18.2,33,19,0,0
7/9/19 5:48,24.18,21.12,18.2,51,18.8,0.9,192
7/9/19 6:03,24.17,21.15,18.2,81,18.9,0.8,197
7/9/19 6:18,24.14,21.01,18.22,133,19.3,1.5,223
7/9/19 6:33,24.14,20.97,18.24,139,19.8,1.4,212
7/9/19 6:48,24.14,20.92,18.15,195,20.4,0.6,208
7/9/19 7:03,24.01,20.86,18.14,268,21.5,0.7,137
7/9/19 7:18,23.81,20.89,18.04,215,22.5,0.8,198
7/9/19 7:33,23.86,20.96,18.12,209,21.9,1.3,211
7/9/19 7:48,23.66,20.92,18.24,350,22.3,1,203
7/9/19 8:03,23.71,20.92,18.27,307,24.4,0.5,271
7/9/19 8:18,23.58,20.9,18.2,251,23.6,3.3,306
7/9/19 8:33,23.54,20.97,18,286,23.4,2.7,311
7/9/19 8:48,23.53,20.91,17.86,364,23.6,2,305
7/9/19 9:03,23.51,20.9,17.79,379,24.1,2,309
7/9/19 9:18,23.46,20.75,17.72,483,24.4,3,311
7/9/19 9:33,23.15,20.69,17.66,792,24.6,1.6,307
7/9/19 9:48,23.3,20.77,17.74,648,25,2.6,314
7/9/19 10:03,23.26,20.79,17.84,542,25.1,2.7,306
7/9/19 10:18,23.4,20.78,17.9,483,25.5,2.2,311
7/9/19 10:33,23.26,20.81,17.94,431,25.9,2,314
7/9/19 10:48,23.27,20.89,17.95,566,26.8,0.4,0
7/9/19 11:03,23.29,20.89,18.04,673,27.6,0.7,293
7/9/19 11:18,23.28,20.79,18.05,510,28.3,0.4,284
7/9/19 11:33,23.04,20.65,18.09,477,27,1.1,312
7/9/19 11:48,23.08,20.56,18.37,871,27.6,1.2,295
7/9/19 12:03,23.11,20.49,18.48,570,28.4,0.8,271
7/9/19 12:18,23.22,20.39,18.52,395,27.9,0.7,295
7/9/19 12:33,23.33,20.32,18.99,391,27.8,0.5,273
7/9/19 12:48,23.25,20.34,18.95,485,27.3,0.8,316
7/9/19 13:03,23.08,20.38,18.9,444,27.1,0.8,272
7/9/19 13:18,22.93,20.52,18.8,367,27.6,0.8,318
7/9/19 13:33,23.03,20.74,19.18,364,27.5,2.3,312
7/9/19 13:48,23.43,20.73,19.09,349,27.2,2.1,312
7/9/19 14:03,23.48,20.72,19.25,500,27.8,0.8,317
7/9/19 14:18,23.44,20.82,19.25,367,27.5,1.9,314
7/9/19 14:33,23.46,20.61,19.23,1027,27.8,0.9,322
7/9/19 14:48,23.44,20.73,18.96,542,27.2,2.2,310
7/9/19 15:03,23.52,20.67,18.9,745,27.3,4,309
7/9/19 15:18,23.49,20.7,19.07,578,27.8,2.5,305
7/9/19 15:33,23.5,20.82,19.25,561,27.9,2.5,313
7/9/19 15:48,23.85,20.8,19.28,624,28.2,2.5,310
7/9/19 16:03,24.07,20.82,19.24,168,28.6,2.9,307
7/9/19 16:18,23.79,20.75,18.6,139,28.7,2.2,304
7/9/19 16:33,23.71,20.7,18.77,150,29.1,1.8,311
7/9/19 16:48,23.68,20.66,18.68,132,28.8,5.3,309
7/9/19 17:03,24.02,20.7,18.72,117,28.9,2.1,310
7/9/19 17:18,24.15,20.7,18.8,135,29,2.3,312
7/9/19 17:33,24.11,20.8,18.9,166,28.7,3.3,309
7/9/19 17:48,24.09,20.69,18.97,160,28.4,2.5,308
7/9/19 18:03,24.09,20.69,19.03,121,28.4,2.2,308
7/9/19 18:18,23.73,20.61,19.07,112,28.1,1.9,310
7/9/19 18:33,23.69,20.63,18.82,97,28,1.5,302
7/9/19 18:48,23.66,20.53,18.85,84,28.1,0.9,317
7/9/19 19:03,23.63,20.49,19.07,46,27.5,1.2,317
7/9/19 19:18,23.58,20.56,19.15,46,26.9,2.2,307
7/9/19 19:33,23.38,20.68,18.62,32,26.5,2,309
7/9/19 19:48,23.4,20.64,18.61,16,26.6,2.3,311
7/9/19 20:03,23.43,20.69,18.45,10,26,2.1,313
7/9/19 20:18,23.26,20.74,18.56,8,25.5,2.2,313
7/9/19 20:33,22.86,20.81,18.32,9,24.9,1.5,321
7/9/19 20:48,22.65,20.68,18.26,8,24.7,1.9,315
7/9/19 21:03,22.71,20.8,18.38,6,24.3,0.9,328
7/9/19 21:18,22.78,20.8,18.49,8,24.1,0.7,325
7/9/19 21:33,22.77,20.92,18.59,9,24.1,0.9,331
7/9/19 21:48,22.69,21.06,18.79,9,23.8,0.8,335
7/9/19 22:03,22.75,21.14,18.98,8,23.5,0.4,317
7/9/19 22:18,22.75,21.08,19.04,9,23.1,0,0
7/9/19 22:33,22.66,21.05,19.08,8,22.6,1,203
7/9/19 22:48,23.06,20.98,19.12,8,22.5,1.1,228
7/9/19 23:03,23.67,21.13,19.25,6,22,1,220
7/9/19 23:18,23.41,21.21,19.26,8,21.5,1.1,229
7/9/19 23:33,23.75,21.32,19.35,6,21.1,0.4,227
7/9/19 23:48,23.87,21.43,19.45,6,21.1,1,226
7/10/19 0:03,23.69,21.53,19.36,6,21,1,227
7/10/19 0:18,24,21.58,19.42,6,21,1.3,226
7/10/19 0:33,23.92,21.68,19.51,9,21.3,1,225
7/10/19 0:48,23.89,21.72,19.47,8,21.3,1.4,217
7/10/19 1:03,23.87,21.69,19.47,8,21.4,2,225
7/10/19 1:18,24.07,21.65,19.49,5,21.3,1.5,204
7/10/19 1:33,24.1,21.72,19.51,3,21.2,0,227
7/10/19 1:48,24.14,21.76,19.51,3,21.1,0.8,143
7/10/19 2:03,24.16,21.84,19.61,5,21.2,0.8,196
7/10/19 2:18,24.15,21.77,19.48,5,21.5,0.9,232
7/10/19 2:33,24.18,21.77,19.19,5,21,0.3,185
7/10/19 2:48,24.12,21.77,19.37,5,20.5,0.7,99
7/10/19 3:03,24.09,21.73,19.45,3,20.2,1.1,111
7/10/19 3:18,24.02,21.73,19.25,3,20,0.9,148
7/10/19 3:33,24.02,21.59,18.96,1,19.9,0.6,305
7/10/19 3:48,24.06,21.47,18.97,5,19.8,0.4,347
7/10/19 4:03,24.02,21.44,18.87,5,19.1,0,0
7/10/19 4:18,24,21.5,18.99,3,18.7,0,0
7/10/19 4:33,23.99,21.6,18.86,6,18.3,0,0
7/10/19 4:48,23.98,21.5,18.9,6,18.4,0,28
7/10/19 5:03,23.96,21.53,18.82,10,18.3,0,0
7/10/19 5:18,23.91,21.47,18.81,15,18.1,1,324
7/10/19 5:33,23.86,21.61,18.8,27,18.1,0,0
7/10/19 5:48,23.83,21.55,18.79,52,17.8,0.6,339
7/10/19 6:03,23.82,21.59,18.78,73,18,0,0
7/10/19 6:18,23.73,21.61,18.72,126,18.4,0,0
7/10/19 6:33,23.71,21.59,18.56,182,19.1,0,113
7/10/19 6:48,23.64,21.51,18.61,214,20.2,0,0
7/10/19 7:03,23.61,21.52,18.16,223,21.4,0.6,350
7/10/19 7:18,23.6,21.67,17.24,151,21.5,0.5,0
7/10/19 7:33,23.57,21.53,17.17,172,21,0.6,343
7/10/19 7:48,23.58,21.45,17.35,274,20.2,0.7,352
7/10/19 8:03,23.59,21.4,17.6,260,20.5,0.7,320
7/10/19 8:18,23.6,21.26,17.21,364,20.9,0.4,0
7/10/19 8:33,23.61,21.12,17.26,396,20.8,0.8,323
7/10/19 8:48,23.62,21.17,17.38,416,21.9,0.5,303
7/10/19 9:03,23.62,21.29,17.42,414,22.8,1.1,121
7/10/19 9:18,23.65,21.15,17.38,394,23.7,0.3,124
7/10/19 9:33,23.67,20.98,17.47,524,22.7,0.6,125
7/10/19 9:48,23.7,20.82,17.66,627,23.1,0.6,137
7/10/19 10:03,23.7,20.97,17.63,545,24.3,0.4,123
7/10/19 10:18,23.7,20.99,17.68,572,25.8,0,0
7/10/19 10:33,23.68,21.02,17.64,602,22.6,0.8,135
7/10/19 10:48,23.68,21.06,17.81,566,22.9,1.3,127
7/10/19 11:03,23.68,21.08,17.89,581,23,1.2,130
7/10/19 11:18,23.68,21.12,17.99,657,23.7,0.8,158
7/10/19 11:33,23.69,21.15,18.09,602,23.6,1.2,146
7/10/19 11:48,23.73,21.24,18.1,667,24.5,0.5,111
7/10/19 12:03,23.76,21.31,18.12,557,25.8,0,0
7/10/19 12:18,23.77,21.45,17.95,835,27.2,0.6,246
7/10/19 12:33,23.8,21.45,17.97,818,28.3,0.6,242
7/10/19 12:48,23.8,21.56,18.09,780,28,0.8,295
7/10/19 13:03,23.87,21.51,18.25,645,28.1,1,118
7/10/19 13:18,23.91,21.57,18.36,626,25.1,1.2,113
7/10/19 13:33,23.93,21.62,18.37,652,25.4,1.5,113
7/10/19 13:48,23.92,21.67,18.45,626,25.5,0.8,104
7/10/19 14:03,23.93,21.92,18.31,657,25.5,1.3,112
7/10/19 14:18,23.95,21.97,18.3,688,26.1,0.7,116
7/10/19 14:33,23.96,22.02,18.27,708,26,1.2,108
7/10/19 14:48,23.95,22.05,18.3,838,26.7,0.6,126
7/10/19 15:03,23.95,22.15,18.44,462,26.2,1.8,128
7/10/19 15:18,23.96,22.11,18.54,748,26.2,1.2,126
7/10/19 15:33,23.94,21.9,18.69,358,26.8,1.7,114
7/10/19 15:48,23.96,22.16,18.58,325,26.7,1.2,135
7/10/19 16:03,23.98,22.08,18.66,298,27,0,0
7/10/19 16:18,23.99,22.06,18.61,262,27.5,0.6,129
7/10/19 16:33,24.03,21.94,18.74,208,27.7,0.7,119
7/10/19 16:48,24.01,21.93,18.55,204,28,0.7,194
7/10/19 17:03,23.98,21.89,18.63,144,27.2,1.2,104
7/10/19 17:18,24.06,21.92,18.81,88,27,1,137
7/10/19 17:33,24.01,21.94,18.59,30,26.5,0.7,125
7/10/19 17:48,23.98,21.9,18.69,28,26.1,0,0
7/10/19 18:03,24,21.98,18.58,64,26.5,0,0
7/10/19 18:18,24.01,22.03,18.55,39,24.8,1.5,227
7/10/19 18:33,24.06,22.15,18.44,18,24.1,2.3,225
7/10/19 18:48,23.93,22.16,18.67,18,23.5,2,219
7/10/19 19:03,23.96,22.22,18.12,14,23.2,0.8,228
7/10/19 19:18,23.98,22.38,18.35,14,22.9,0.8,258
7/10/19 19:33,24.04,22.16,18.21,25,22.8,0.8,268
7/10/19 19:48,24.04,22,18.39,19,22.3,1.5,203
7/10/19 20:03,24.08,22.33,18.33,8,22.1,0.7,252
7/10/19 20:18,24.12,22.46,18.77,6,21.9,0.4,264
7/10/19 20:33,24.21,22.45,18.75,8,21.7,0.3,240
7/10/19 20:48,24.52,22.52,18.81,6,21.4,1.2,222
7/10/19 21:03,24.26,22.27,18.98,8,20.9,1.2,225
7/10/19 21:18,24.47,22.04,18.87,8,20.6,0.4,177
7/10/19 21:33,24.41,22.1,18.84,8,20.4,1.1,197
7/10/19 21:48,24.5,22.16,18.83,5,20.2,0.5,182
7/10/19 22:03,24.52,22.16,19.13,8,19.7,0.7,150
7/10/19 22:18,24.55,22.2,19.05,6,19.4,0.7,147
7/10/19 22:33,24.55,22.25,18.94,8,19,0.3,110
7/10/19 22:48,24.55,22.2,19.06,8,19.3,0,0
7/10/19 23:03,24.53,22.11,18.85,6,18.8,0.4,118
7/10/19 23:18,24.5,22.07,18.73,8,18.7,0.5,156
7/10/19 23:33,24.44,22.1,18.62,8,18.7,0,0
7/10/19 23:48,24.41,22.19,18.74,6,18.1,0,100
7/11/19 0:03,24.38,22.35,18.71,6,18.3,0.6,236
7/11/19 0:18,24.31,22.35,18.52,6,18.3,0.8,235
7/11/19 0:33,24.25,22.46,18.48,6,18.3,0.9,218
7/11/19 0:48,24.24,22.52,18.55,6,18.1,0.7,239
7/11/19 1:03,24.23,22.54,18.48,5,18,0.8,226
7/11/19 1:18,24.24,22.39,18.51,5,17.7,0.7,112
7/11/19 1:33,24.24,22.51,18.58,6,17.5,1.2,120
7/11/19 1:48,24.21,22.34,18.5,5,17.3,0.7,111
7/11/19 2:03,24.22,22.23,18.41,5,17.5,0.5,102
7/11/19 2:18,24.24,22.15,18.2,5,17.4,0.5,82
7/11/19 2:33,24.24,22.28,18.2,8,17.1,0,0
7/11/19 2:48,24.23,22.19,18.28,3,17.4,0,0
7/11/19 3:03,24.23,22.3,18.4,6,17.4,0,0
7/11/19 3:18,24.25,22.1,18.25,5,17.4,0,0
7/11/19 3:33,24.26,22.15,18.17,5,17.2,0.5,138
7/11/19 3:48,24.27,22.1,17.95,3,16.8,0,0
